1,25.5,375,0.25,1,1,3,0,260,15108
1,19.42,6.5,1.46,1,1,7,0,80,2954
1,35.17,25125,1625,1,1,1,1,515,500
1,32.33,7.5,1585,1,0,0,1,420,0
0,38.58,5,13.5,1,0,0,1,980,0
1,44.25,0.5,10.75,1,0,0,0,400,0
1,44.83,7,1625,0,0,0,0,160,2
1,20.67,5.29,375,1,1,1,0,160,0
1,34.08,6.5,125,1,0,0,1,443,0
0,19.17,585,585,1,0,0,1,160,0
1,21.67,1165,2.5,1,1,1,0,180,20
1,21.5,9.75,0.25,1,0,0,0,140,0
1,49.58,19,0,1,1,1,0,94,0
0,27.67,1.5,2,1,0,0,0,368,0
1,39.83,0.5,0.25,1,0,0,0,288,0
1,27.25,625,455,1,0,0,1,200,0
1,37.17,4,5,1,0,0,1,280,0
1,25.67,2.21,4,1,0,0,0,188,0
1,34,4.5,1,1,0,0,1,240,0
0,49,1.5,0,1,0,0,1,100,27
1,62.5,12.75,5,1,0,0,0,112,0
1,31.42,15.5,0.5,1,0,0,0,120,0
1,52.33,1375,9.46,1,0,0,1,200,100
1,28.75,1.5,1.5,1,0,0,1,0,225
0,28.58,3.54,0.5,1,0,0,1,171,0
1,23,625,125,1,0,0,0,180,1
0,22.5,11,3,1,0,0,1,268,0
0,28.5,1,1,1,1,2,1,167,500
1,37.5,1.75,0.25,1,0,0,1,164,400
1,35.25,16.5,4,1,0,0,0,80,0
1,18.67,5,375,1,1,2,0,0,38
1,25,12,2.25,1,1,2,1,120,5
1,27.83,4,5.75,1,1,2,1,75,0
1,54.83,15.5,0,1,1,20,0,152,130
1,28.75,1165,0.5,1,0,0,0,280,0
0,25,11,4.5,1,0,0,0,120,0
1,40.92,2.25,10,1,0,0,1,176,0
0,19.75,0.75,795,1,1,5,1,140,5
1,29.17,3.5,3.5,1,1,3,1,329,0
0,24.5,1.04,0.5,1,1,3,0,180,147
1,24.58,12.5,875,1,0,0,1,260,0
0,33.75,0.75,1,1,1,3,1,212,0
1,20.67,1.25,1375,1,1,3,1,140,210
0,25.42,1125,1.29,1,1,2,0,200,0
1,37.75,7,11.5,1,1,7,1,300,5
1,52.5,6.5,6.29,1,1,15,0,0,11202
1,57.83,7.04,14,1,1,6,1,360,1332
0,20.75,10335,335,1,1,1,1,80,50
1,39.92,6.21,0.04,1,1,1,0,200,300
1,25.67,12.5,1.21,1,1,67,1,140,258
0,24.75,12.5,1.5,1,1,12,1,120,567
0,44.17,6665,7375,1,1,3,1,0,0
0,23.5,9,8.5,1,1,5,1,120,0
1,34.92,5,7.5,1,1,6,1,0,1000
1,47.67,2.5,2.5,1,1,12,1,410,2510
1,22.75,11,2.5,1,1,7,1,100,809
1,34.42,4.25,3.25,1,1,2,0,274,610
0,28.42,3.5,835,1,0,0,0,280,0
1,67.75,5.5,13,1,1,1,1,0,0
1,20.42,1835,2.25,1,1,1,0,100,150
0,47.42,8,6.5,1,1,6,0,375,51100
1,36.25,5,2.5,1,1,6,0,0,367
1,32.67,5.5,5.5,1,1,12,1,408,1000
1,48.58,6.5,6,1,0,0,1,350,0
1,39.92,0.54,0.5,1,1,3,0,200,1000
1,33.58,2.75,4.25,1,1,6,0,204,0
0,18.83,9.5,1625,1,1,6,1,40,600
0,26.92,13.5,5,1,1,2,0,0,5000
0,31.25,3.75,625,1,1,9,1,181,0
0,56.5,16,0,1,1,15,0,0,247
1,43,0.29,1.75,1,1,8,0,100,375
1,22.33,11,2,1,1,1,0,80,278
1,27.25,1665,5085,1,1,9,0,399,827
1,32.83,2.5,2.75,1,1,6,0,160,2072
1,23.25,1.5,2375,1,1,3,1,0,582
0,40.33,7.54,8,1,1,14,0,0,2300
0,30.5,6.5,4,1,1,7,1,0,3065
0,52.83,15,5.5,1,1,14,0,0,2200
0,46.67,0.46,415,1,1,11,1,440,6
0,58.33,10,4,1,1,14,0,0,1602
1,37.33,6.5,4.25,1,1,12,1,93,0
1,23.08,2.5,1085,1,1,11,1,60,2184
1,32.75,1.5,5.5,1,1,3,1,0,0
0,21.67,11.5,0,1,1,11,1,0,0
0,28.5,3.04,2.54,1,1,1,0,70,0
0,68.67,15,0,1,1,14,0,0,3376
1,28,2,4165,1,1,2,1,181,0
1,34.08,0.08,0.04,1,1,1,1,280,2000
1,27.67,2,1,1,1,4,0,140,7544
1,44,2,1.75,1,1,2,1,0,15
1,25.08,1.71,1665,1,1,1,1,395,20
1,32,1.75,0.04,1,0,0,1,393,0
0,60.58,16.5,11,1,0,0,1,21,10561
0,40.83,10,1.75,1,0,0,0,29,837
1,19.33,9.5,1,1,0,0,1,60,400
0,32.33,0.54,0.04,1,0,0,0,440,11177
1,36.67,3.25,9,1,0,0,1,102,639
1,37.5,1125,1.5,0,0,0,1,431,0
0,25.08,2.54,0.25,1,0,0,1,370,0
1,41.33,0,15,1,0,0,0,0,0
1,56,12.5,8,1,0,0,1,24,2028
0,49.83,13585,8.5,1,0,0,1,0,0
1,22.67,10.5,1335,1,0,0,0,100,0
1,27,1.5,375,1,0,0,1,260,1065
1,25,12.5,3,1,0,0,1,20,0
0,26.08,8665,1415,1,0,0,0,160,150
0,18.42,9.25,1.21,1,1,4,0,60,540
1,20.17,8.17,1.96,1,1,14,0,60,158
1,47.67,0.29,15,1,1,20,0,0,15000
0,21.25,2335,0.5,1,1,4,0,80,0
0,20.67,3,165,1,1,3,0,100,6
0,57.08,19.5,5.5,1,1,7,0,0,3000
0,22.42,5665,2585,1,1,7,0,129,3257
1,48.75,8.5,12.5,1,1,9,0,181,1655
1,40,6.5,3.5,1,1,1,0,0,500
1,40.58,5,5,1,1,7,0,0,3065
0,28.67,1.04,2.5,1,1,5,1,300,1430
0,33.08,4625,1625,1,1,2,0,0,0
1,21.33,10.5,3,1,0,0,1,0,0
1,42,205,5125,1,0,0,0,400,0
1,41.75,0.96,2.5,1,0,0,0,510,600
1,22.67,1585,3085,1,1,6,0,80,0
1,34.5,4.04,8.5,1,1,7,1,195,0
1,28.25,5.04,1.5,1,1,8,1,144,7
1,33.17,3165,3165,1,1,3,1,380,0
1,48.17,7625,15.5,1,1,12,0,0,790
1,27.58,2.04,2,1,1,3,1,370,560
1,22.58,10.04,0.04,1,1,9,0,60,396
0,24.08,0.5,1.25,1,1,1,0,0,678
0,41.33,1,2.25,1,0,0,1,0,300
0,20.75,10.25,0.71,1,1,2,1,49,0
1,36.33,2125,85,1,1,1,0,50,1187
0,35.42,12,14,1,1,8,0,0,6590
1,28.67,9335,5665,1,1,6,0,381,168
1,35.17,2.5,4.5,1,1,7,0,150,1270
1,39.5,4.25,6.5,1,1,16,0,117,1210
1,39.33,5875,10,1,1,14,1,399,0
1,24.33,6625,5.5,1,0,0,1,100,0
1,60.08,14.5,18,1,1,15,1,0,1000
1,23.08,11.5,3.5,1,1,9,0,56,742
1,26.67,2.71,5.25,1,1,1,0,211,0
1,48.17,3.5,3.5,1,0,0,0,230,0
1,41.17,4.04,7,1,1,8,0,320,0
1,55.92,11.5,5,1,1,5,0,0,8851
1,53.92,9625,8665,1,1,5,0,0,0
0,18.92,9.25,1,1,1,4,1,80,500
0,50.08,12.54,2.29,1,1,3,1,156,0
1,65.42,11,20,1,1,7,1,22,0
0,17.58,9,1375,1,0,0,1,0,0
0,18.83,9.54,85,1,0,0,0,100,0
0,37.75,5.5,125,1,0,0,1,228,0
1,23.25,4,0.25,1,0,0,1,160,0
1,18.08,5.5,0.5,1,0,0,0,80,0
0,22.5,8.46,2.46,0,0,0,0,164,0
1,19.67,375,2,1,1,2,1,80,0
1,22.08,11,665,1,0,0,0,100,0
1,25.17,3.5,625,1,1,7,0,0,7059
0,47.42,3,13875,1,1,2,1,519,1704
1,33.5,1.75,4.5,1,1,4,1,253,857
1,27.67,13.75,5.75,1,0,0,1,487,500
0,58.42,21,10,1,1,13,0,0,6700
0,20.67,1835,2085,1,1,5,0,220,2503
1,26.17,0.25,0,1,0,0,1,0,0
1,21.33,7.5,1415,1,1,1,0,80,9800
1,42.83,4625,4.58,1,0,0,0,0,0
1,38.17,10125,2.5,1,1,6,0,520,196
1,20.5,10,2.5,1,0,0,0,40,0
1,48.25,25085,1.75,1,1,3,0,120,14
1,28.33,5,11,1,0,0,1,70,0
1,18.5,2,1.5,1,1,2,0,120,300
1,33.17,3.04,2.04,1,1,1,1,180,18027
1,45,8.5,14,1,1,1,1,88,2000
0,19.67,0.21,0.29,1,1,11,0,80,99
1,21.83,11,0.29,1,1,6,0,121,0
1,40.25,21.5,20,1,1,11,0,0,1200
1,41.42,5,5,1,1,6,1,470,0
0,17.83,11,1,1,1,11,0,0,3000
1,23.17,11125,0.46,1,1,1,0,100,0
1,18.17,10.25,1085,0,0,0,0,320,13
1,20,11045,2,0,0,0,1,136,0
1,20,0,0.5,0,0,0,0,144,0
0,20.75,9.54,0.04,0,0,0,0,200,1000
0,24.5,1.75,165,0,0,0,0,132,0
1,32.75,2335,5.75,0,0,0,1,292,0
0,52.17,0,0,0,0,0,0,0,0
0,48.17,1335,335,0,0,0,0,0,120
0,20.42,10.5,0,0,0,0,1,154,32
1,50.75,585,0,0,0,0,0,145,0
1,17.08,85,0.04,0,0,0,0,140,722
1,18.33,1.21,0,0,0,0,0,100,0
0,32,6,1.25,0,0,0,0,272,0
1,59.67,1.54,125,1,0,0,1,260,0
1,18,165,0.21,0,0,0,0,200,40
1,32.33,2.5,1.25,0,0,0,1,280,0
1,18.08,6.75,0.04,0,0,0,0,140,0
1,38.25,10125,125,0,0,0,0,160,0
1,30.67,2.5,2.25,0,0,0,1,340,0
1,18.58,5.71,0.54,0,0,0,0,120,0
0,19.17,5415,0.29,0,0,0,0,80,484
0,18.17,10,165,0,0,0,0,340,0
1,16.25,835,85,1,0,0,0,200,0
1,21.17,875,0.25,0,0,0,0,280,204
1,23.92,585,125,0,0,0,0,240,1
1,17.67,4.46,0.25,0,0,0,0,80,0
0,16.5,1.25,0.25,0,1,1,0,108,98
1,23.25,12625,125,0,1,2,0,0,5552
1,17.58,10,165,0,1,1,0,120,1
1,29.5,0.58,0.29,0,1,1,0,340,2803
1,18.83,415,165,0,1,1,0,200,1
0,21.75,1.75,0,0,0,0,0,160,0
1,23,0.75,0.5,0,0,0,1,320,0
0,18.25,10,1,0,1,1,0,120,1
1,25.42,0.54,165,0,1,1,0,272,444
1,35.75,2415,125,0,1,2,0,220,1
0,16.08,335,0,0,1,1,0,160,126
0,31.92,3125,3.04,0,1,2,1,200,4
1,69.17,9,4,0,1,1,0,70,6
1,32.92,2.5,1.75,0,1,2,1,720,0
1,16.33,2.75,665,0,1,1,0,80,21
1,22.17,12125,3335,0,1,2,1,180,173
0,57.58,2,6.5,0,1,1,0,0,10
1,18.25,165,0.25,0,0,0,1,280,0
1,23.42,1,0.5,0,0,0,1,280,0
0,15.92,2875,85,0,0,0,0,120,0
0,24.75,13665,1.5,0,0,0,0,280,1
1,48.75,26335,0,1,0,0,1,0,0
1,23.5,2.75,4.5,0,0,0,0,160,25
1,18.58,10.29,415,0,0,0,0,80,0
1,27.75,1.29,0.25,0,0,0,1,140,0
0,31.75,3,0,0,0,0,0,160,20
0,24.83,4.5,1,0,0,0,1,360,6
1,19,1.75,2335,0,0,0,1,112,6
0,16.33,0.21,125,0,0,0,0,200,1
0,18.58,10,415,0,0,0,0,80,42
1,16.25,0,0.25,0,0,0,0,60,0
1,23,0.75,0.5,1,0,0,1,320,0
1,21.17,0.25,0.25,0,0,0,0,280,204
1,17.5,22,0,0,0,0,1,450,100000
1,19.17,0,0,0,0,0,1,500,1
1,36.75,125,1.5,0,0,0,1,232,113
1,21.25,1.5,1.5,0,0,0,0,150,8
0,18.08,375,10,0,0,0,1,300,0
0,33.67,375,375,0,0,0,0,300,44
1,48.58,205,0.25,1,1,11,0,380,2732
1,33.67,1.25,1165,0,0,0,0,120,0
0,29.5,1085,1,0,0,0,0,280,13
1,30.17,1085,0.04,0,0,0,0,170,179
1,34.83,2.5,3,0,0,0,0,200,0
0,33.25,2.5,2.5,0,0,0,1,0,2
1,34.08,2.5,1,0,0,0,0,460,16
0,25.25,12.5,1,0,0,0,1,180,1062
1,34.75,2.5,0.5,0,0,0,0,348,0
1,27.67,0.75,165,0,0,0,1,220,251
1,47.33,6.5,1,0,0,0,1,0,228
0,34.83,1.25,0.5,0,0,0,1,160,0
0,33.25,3,2,0,0,0,0,180,0
1,28,3,0.75,0,0,0,1,300,67
0,39.08,4,3,0,0,0,0,480,0
1,42.75,4085,0.04,0,0,0,0,108,100
1,26.92,2.25,0.5,0,0,0,1,640,4000
1,33.75,2.75,0,0,0,0,0,180,0
1,38.92,1.75,0.5,0,0,0,1,300,2
1,62.75,7,0,0,0,0,0,0,12
1,26.75,4.5,2.5,0,0,0,0,200,1210
1,63.33,0.54,585,1,1,3,1,180,0
1,27.83,1.5,2.25,0,1,1,1,100,3
0,26.17,2,0,0,0,0,1,276,1
1,22.17,585,0,0,0,0,0,100,0
1,22.5,11.5,1.5,0,0,0,1,0,4000
1,30.75,1585,585,0,0,0,1,0,0
1,36.67,2,0.25,0,0,0,1,221,0
0,16,165,1,0,1,2,1,320,1
1,41.17,1335,165,0,0,0,0,168,0
0,19.5,165,0.04,0,0,0,1,380,0
1,32.42,3,165,0,0,0,1,120,0
0,36.75,4.71,0,0,0,0,0,160,0
0,30.25,5.5,5.5,0,0,0,1,100,0
1,23.08,2.5,85,0,0,0,1,100,4208
1,26.83,0.54,0,0,0,0,0,100,0
1,16.92,335,0.29,0,0,0,0,200,0
1,24.42,2,165,0,1,2,0,320,1300
1,42.83,1.25,13875,0,1,1,1,352,112
0,22.75,6165,165,0,0,0,0,220,1000
1,39.42,1.71,165,0,0,0,0,400,0
0,23.58,11.5,3,0,0,0,1,20,16
1,21.42,0.75,0.75,0,0,0,1,132,2
1,33,2.5,7,0,0,0,1,280,0
1,26.33,13,0,0,0,0,1,140,1110
0,45,4585,1,0,0,0,1,240,0
1,26.25,1.54,125,0,0,0,0,100,0
0,20.83,0.5,1,0,0,0,0,260,0
1,28.67,14.5,125,0,0,0,0,0,286
1,20.67,835,2,0,0,0,1,240,0
1,34.42,1335,125,0,0,0,1,440,4500
1,33.58,0.25,4,0,0,0,1,420,0
1,43.17,5,2.25,0,0,0,1,141,0
0,22.67,7,165,0,0,0,0,160,0
0,24.33,2.5,4.5,0,0,0,0,200,456
0,56.83,4.25,5,0,0,0,1,0,4
1,22.08,11.46,1585,0,0,0,1,100,1212
1,34,5.5,1.5,0,0,0,1,60,0
1,22.58,1.5,0.54,0,0,0,1,120,67
1,21.17,0,0.5,0,0,0,1,0,0
1,26.67,14585,0,0,0,0,1,178,0
1,22.92,0.17,85,0,0,0,0,0,0
1,15.17,7,1,0,0,0,0,600,0
1,39.92,5,0.21,0,0,0,0,550,0
1,27.42,12.5,0.25,0,0,0,1,720,0
1,24.75,0.54,1,0,0,0,1,120,1
1,41.17,1.25,0.25,0,0,0,0,0,195
0,33.08,1625,0.54,0,0,0,1,0,0
1,29.83,2.04,0.04,0,0,0,0,128,1
0,23.58,585,125,0,0,0,0,120,87
1,26.17,12.5,1.25,0,0,0,1,0,17
1,31,2085,85,0,0,0,0,300,0
1,20.75,5085,0.29,0,0,0,0,140,184
1,28.92,375,0.29,0,0,0,0,220,140
0,51.92,6.5,3085,0,0,0,1,73,0
0,22.67,335,0.75,0,0,0,0,160,0
1,34,5085,1085,0,0,0,1,480,0
0,69.5,6,0,0,0,0,0,0,0
0,19.58,665,1,0,1,1,0,2000,2
1,16,3125,85,0,1,1,0,0,6
1,17.08,0.25,335,0,1,4,0,160,8
1,31.25,2835,0,0,1,5,0,176,146
1,25.17,3,1.25,0,1,1,0,0,22
0,22.67,0.79,85,0,0,0,0,144,0
1,40.58,1.5,0,0,0,0,0,300,0
1,22.25,0.46,125,0,0,0,1,280,55
0,22.25,1.25,3.25,0,0,0,0,280,0
1,22.5,125,125,0,0,0,0,200,70
1,23.58,1.79,0.54,0,0,0,1,136,1
1,38.42,705,375,0,1,2,0,225,500
0,26.58,2.54,0,0,0,0,1,180,60
1,35,2.5,1,0,0,0,1,210,0
1,20.42,1085,1.5,0,0,0,0,108,7
1,29.42,1.25,1.75,0,0,0,0,200,0
1,26.17,835,1165,0,0,0,0,100,0
1,33.67,2165,1.5,0,0,0,0,120,0
1,24.58,1.25,0.25,0,0,0,0,110,0
0,27.67,2.04,0.25,0,0,0,1,180,50
1,37.5,835,0.04,0,0,0,0,120,5
1,49.17,2.29,0.29,0,0,0,0,200,3
1,33.58,335,85,0,0,0,0,180,0
1,51.83,3,1.5,0,0,0,0,180,4
1,22.92,3165,165,0,0,0,0,160,1058
1,21.83,1.54,85,0,0,0,1,356,0
1,25.25,1,0.5,0,0,0,0,200,0
1,58.58,2.71,2415,0,0,0,1,320,0
1,19,0,0,0,1,4,0,45,1
1,19.58,585,0,0,1,3,0,350,769
0,53.33,165,0,0,0,0,1,62,27
0,27.17,1.25,0,0,1,1,0,92,300
1,25.92,875,375,0,1,2,1,174,3
1,23.08,0,1,0,1,11,0,0,0
1,39.58,5,0,0,1,2,0,17,1
1,30.58,2.71,125,0,0,0,1,80,0
1,17.25,3,0.04,0,0,0,1,160,40
0,17.67,0,0,0,0,0,0,86,0
1,16.5,125,165,0,0,0,0,132,0
0,27.33,1665,0,0,0,0,0,340,1
1,31.25,1125,0,0,1,1,0,96,19
1,20,7,0.5,0,0,0,0,0,0
1,39.5,1625,1.5,0,0,0,0,0,316
1,36.5,4.25,3.5,0,0,0,0,454,50
1,52.42,1.5,3.75,0,0,0,1,0,350
1,36.17,18125,85,0,0,0,0,320,3552
1,29.67,0.75,0.04,0,0,0,0,240,0
1,36.17,5.5,5,0,0,0,0,210,687
1,25.67,0.29,1.5,0,0,0,1,160,0
0,24.5,2415,0,0,0,0,0,120,0
1,24.08,875,85,0,1,4,0,254,1950
1,21.92,0.5,125,0,0,0,0,360,0
0,36.58,0.29,0,0,1,10,0,200,18
0,23,1835,0,0,1,1,0,200,53
0,27.58,3,2.79,0,1,1,1,280,10
1,31.08,3085,2.5,0,1,2,1,160,41
0,30.42,1375,0.04,0,1,3,0,0,33
1,22.08,2335,0.75,0,0,0,0,180,0
1,16.33,4085,415,0,0,0,1,120,0
0,21.92,11665,85,0,0,0,0,320,5
1,21.08,4125,0.04,0,0,0,0,140,100
1,17.42,6.5,125,0,0,0,0,60,100
1,19.17,4,1,0,0,0,1,360,1000
1,20.67,415,125,0,0,0,0,0,44
1,26.75,2,0.75,0,0,0,1,80,0
1,23.58,835,85,0,0,0,1,220,5
1,39.17,2.5,10,0,0,0,1,200,0
1,22.75,11.5,415,0,0,0,0,0,0
0,16.92,0.5,165,0,1,6,1,240,35
1,23.5,3165,415,0,1,1,1,280,80
0,17.33,9.5,1.75,0,1,10,1,0,10
1,23.75,415,0.04,0,1,2,0,128,6
1,34.67,1.08,1165,0,0,0,0,28,0
1,74.83,19,0.04,0,1,2,0,0,351
1,28.17,125,85,0,0,0,0,216,2100
1,24.5,13335,0.04,0,0,0,1,120,475
1,18.83,3.54,0,0,0,0,1,180,1
0,47.25,0.75,2.75,1,1,1,0,333,892
1,24.17,875,4625,1,1,2,1,520,2000
1,39.25,9.5,6.5,1,1,14,0,240,4607
0,20.5,11835,6,1,0,0,0,340,0
0,18.83,4415,3,1,0,0,0,240,0
1,19.17,9.5,1.5,1,0,0,0,120,2206
0,25,875,1.04,1,0,0,1,160,5860
1,20.17,9.25,1665,1,1,3,1,40,28
1,25.75,0.5,1.46,1,1,5,1,312,0
1,20.42,7,1625,1,1,3,0,200,1391
1,39,5,3.5,1,1,10,1,0,0
0,64.08,165,0,1,1,1,0,232,100
1,28.25,5125,4.75,1,1,2,0,420,7
0,28.75,3.75,1085,1,1,1,1,371,0
1,31.33,19.5,7,1,1,16,0,0,5000
0,18.92,9,0.75,1,1,2,0,88,591
0,24.75,3,1835,1,1,19,0,0,500
0,30.67,12,2,1,1,1,0,220,19
1,21,4.79,2.25,1,1,1,1,80,300
1,13.75,4,1.75,1,1,2,1,120,1000
0,46,4,0,1,0,0,0,100,960
0,44.33,0,2.5,1,0,0,0,0,0
1,20.25,9.96,0,1,0,0,0,0,0
1,22.67,2.54,2585,1,0,0,0,0,0
0,60.92,5,4,1,1,4,0,0,99
1,16.08,0.75,1.75,1,1,5,1,352,690
0,28.17,375,585,1,1,4,0,80,0
1,39.17,1.71,125,1,1,5,1,480,0
0,30,5.29,2.25,1,1,5,1,99,500
1,22.83,3,1.29,1,1,1,0,260,800
0,22.5,8.5,1.75,1,1,10,0,80,990
0,28.58,1665,2415,1,0,0,1,440,0
1,45.17,1.5,2.5,1,0,0,1,140,0
1,41.58,1.75,0.21,1,0,0,0,160,0
0,57.08,335,1,1,0,0,1,252,2197
0,55.75,7.08,6.75,1,1,3,1,100,50
1,43.25,25.21,0.21,1,1,1,0,760,90
0,25.33,2085,2.75,1,0,0,1,360,1
0,24.58,0.67,1.75,1,0,0,0,400,0
1,43.17,2.25,0.75,1,0,0,0,560,0
1,40.92,835,0,1,0,0,0,130,1
1,31.83,2.5,7.5,1,0,0,1,523,0
0,33.92,1585,0,1,0,0,0,320,0
0,24.92,1.25,0,1,0,0,0,80,0
1,35.25,3165,3.75,1,0,0,1,680,0
1,34.25,1.75,0.25,1,0,0,1,163,0
1,19.42,1.5,2,1,0,0,1,100,20
1,42.75,3,1,1,0,0,0,0,200
1,19.67,10,835,1,0,0,1,140,0
1,36.33,3.79,1165,1,0,0,1,200,0
1,30.08,1.04,0.5,1,1,10,1,132,28
1,44.25,11,1.5,1,0,0,0,0,0
1,23.58,0.46,2625,1,1,6,1,208,347
1,23.92,1.5,1875,1,1,6,0,200,327
1,33.17,1,0.75,1,1,7,1,340,4071
1,48.33,12,16,1,0,0,0,110,0
1,76.75,22.29,12.75,1,1,1,1,0,109
1,51.33,10,0,1,1,11,0,0,1249
1,34.75,15,5375,1,1,9,1,0,134
1,38.58,3335,4,1,1,14,0,383,1344
0,22.42,11.25,0.75,1,1,4,0,0,321
1,41.92,0.42,0.21,1,1,6,0,220,948
1,29.58,4.5,7.5,1,1,2,1,330,0
0,32.17,1.46,1085,1,1,16,0,120,2079
1,51.42,0.04,0.04,1,0,0,0,0,3000
0,22.83,2.29,2.29,1,1,7,1,140,2384
0,25,12.33,3.5,1,1,6,0,400,458
1,26.75,1125,1.25,1,0,0,0,0,5298
1,23.33,1.5,1415,1,0,0,0,422,200
1,24.42,12335,1585,1,0,0,1,120,0
1,42.17,5.04,12.75,1,0,0,1,92,0
0,20.83,3,0.04,1,0,0,0,100,0
0,52.5,7,3,0,0,0,0,0,0
1,36.17,0.42,0.29,0,0,0,1,309,2
1,37.33,2665,165,0,0,0,1,0,501
0,20.83,8.5,165,0,0,0,0,0,351
1,24.08,9,0.25,0,0,0,1,0,0
1,25.58,335,3.5,0,0,0,1,340,0
0,35.17,3.75,0,0,1,6,0,0,200
1,48.08,3.75,1,0,0,0,0,100,2
0,15.83,7625,125,0,1,1,1,0,160
0,22.5,415,335,0,0,0,1,144,0
1,21.5,11.5,0.5,1,0,0,1,100,68
0,23.58,0.83,415,0,1,1,1,200,11
0,21.08,5,0,0,0,0,0,0,0
1,25.67,3.25,2.29,0,1,1,1,416,21
0,38.92,1665,0.25,0,0,0,0,0,390
0,15.75,375,1,0,0,0,0,120,18
0,28.58,3.75,0.25,0,1,1,1,40,154
1,22.25,9,85,0,0,0,0,0,0
1,29.83,3.5,165,0,0,0,0,216,0
0,23.5,1.5,875,0,0,0,1,160,0
1,32.08,4,1.5,0,0,0,1,120,0
1,31.08,1.5,0.04,0,0,0,0,160,0
1,31.83,0.04,0.04,0,0,0,0,0,0
0,21.75,11.75,0.25,0,0,0,1,180,0
0,17.92,0.54,1.75,0,1,1,1,80,5
1,30.33,0.5,85,0,0,0,1,252,0
1,51.83,2.04,1.5,0,0,0,0,120,1
1,47.17,5835,5.5,0,0,0,0,465,150
1,25.83,12835,0.5,0,0,0,0,0,2
0,50.25,835,0.5,0,0,0,1,240,117
0,37.33,2.5,0.21,0,0,0,0,260,246
0,41.58,1.04,665,0,0,0,0,240,237
0,30.58,10665,85,0,1,12,1,129,3
1,19.42,7.25,0.04,0,1,1,0,100,1
0,17.92,10.21,0,0,0,0,0,0,50
0,20.08,1.25,0,0,0,0,0,0,0
1,19.5,0.29,0.29,0,0,0,0,280,364
1,27.83,1,3,0,0,0,0,176,537
1,17.08,3.29,335,0,0,0,1,140,2
1,36.42,0.75,585,0,0,0,0,240,3
