Date;Precipitation;MaxTemp;MinTemp;Insolation;Evaporation;AvgTemp;AvgHumidity;AvgWindSpeed;Precipitation__2
29304.0;17.0;31.0;21.8;0.7;1.2;24.82;;1.5;35.6
29305.0;25.6;32.0;22.1;3.6;0.6;25.04;;0.766667;0.0
29306.0;43.8;32.3;22.9;5.3;1.5;25.86;;2.033333;17.0
29307.0;31.2;32.2;22.0;5.3;2.5;25.34;;1.366667;25.6
29308.0;9.2;32.2;22.0;7.5;1.5;25.84;;2.533333;43.8
29309.0;16.0;30.1;23.4;2.1;2.6;26.32;;1.4;31.2
29310.0;17.8;32.3;22.6;5.8;1.0;25.62;;1.7;9.2
29311.0;14.8;32.0;22.8;2.8;1.9;25.5;;2.733333;16.0
29312.0;4.2;32.6;22.9;7.0;1.7;25.92;;2.033333;17.8
29313.0;18.2;31.7;24.2;4.7;2.3;26.52;;1.666667;14.8
29314.0;12.4;31.3;22.2;7.6;1.0;25.82;;1.566667;4.2
29315.0;1.7;30.8;23.2;4.6;1.6;26.08;;2.0;18.2
29316.0;36.8;31.6;23.4;2.7;0.9;25.74;;1.666667;12.4
29317.0;23.0;29.0;23.0;2.4;0.8;25.74;;1.033333;1.7
29318.0;0.4;29.8;23.4;1.3;1.1;25.34;;2.033333;36.8
29319.0;10.0;30.4;23.4;0.3;1.0;25.58;;1.9;23.0
29320.0;6.9;31.0;22.8;4.3;0.5;25.68;;1.7;0.4
29321.0;15.4;32.3;23.0;6.8;2.0;26.24;;1.366667;10.0
29322.0;1.5;31.0;22.8;2.4;1.2;25.38;;0.533333;6.9
29323.0;53.7;30.8;22.8;3.1;1.1;25.08;;0.433333;15.4
29324.0;14.7;30.0;22.4;0.3;1.3;25.68;;0.433333;1.5
29325.0;0.0;30.6;22.8;2.5;0.7;26.18;;1.666667;53.7
29326.0;18.4;32.2;21.8;8.3;1.2;26.2;;1.833333;14.7
29327.0;0.2;32.4;23.3;6.8;2.7;26.76;;1.633333;0.0
29328.0;20.4;30.4;23.4;5.3;1.6;26.08;;2.3;18.4
29329.0;11.4;30.2;23.0;3.4;1.1;25.64;;1.6;0.2
29330.0;6.7;32.4;22.5;9.8;1.3;26.42;;1.933333;20.4
29331.0;17.2;32.4;23.4;7.1;3.0;26.36;;2.033333;11.4
29332.0;16.4;32.4;22.3;7.6;2.2;26.1;;1.633333;6.7
29333.0;10.0;27.2;23.8;0.1;2.5;25.16;;0.5;17.2
29334.0;2.3;31.0;23.7;5.6;0.7;26.32;;1.8;16.4
29335.0;4.9;30.3;22.3;3.2;2.1;25.32;;1.366667;10.0
29336.0;22.9;32.2;22.2;5.8;2.0;25.8;;1.733333;2.3
29337.0;7.4;32.0;21.2;4.6;2.6;25.6;;1.8;4.9
29338.0;2.6;30.0;23.2;0.5;1.0;25.58;;1.8;22.9
29339.0;20.8;30.0;22.4;0.1;1.2;24.8;;1.566667;7.4
29340.0;1.1;32.3;22.6;6.9;1.0;26.66;;1.8;2.6
29341.0;11.2;32.0;22.2;5.6;1.6;26.1;;0.866667;20.8
29342.0;5.0;30.9;22.4;3.5;1.6;26.26;;1.966667;1.1
29343.0;0.0;31.2;23.4;5.6;1.7;26.04;;1.266667;11.2
29344.0;18.1;32.2;22.1;6.9;1.0;25.76;;0.966667;5.0
29345.0;10.0;31.8;22.2;7.1;1.7;26.3;;1.9;0.0
29346.0;1.1;32.4;23.4;6.6;2.0;26.58;;1.6;18.1
29347.0;19.5;32.2;23.2;9.4;1.5;27.34;;2.3;10.0
29348.0;3.7;32.3;21.2;10.2;2.8;26.7;;1.966667;1.1
29349.0;0.0;33.3;23.6;9.5;2.8;27.38;;1.866667;19.5
29350.0;0.0;32.8;23.4;7.2;2.8;26.44;;1.2;3.7
29351.0;8.1;32.0;23.2;6.0;2.1;26.48;;0.8;0.0
29352.0;3.6;32.2;23.0;5.8;1.6;26.04;;1.2;0.0
29353.0;4.1;32.4;23.2;9.1;2.2;26.1;;2.533333;8.1
29354.0;21.0;31.2;23.0;4.0;2.6;25.96;;2.2;3.6
29355.0;19.0;32.6;23.2;8.6;2.0;26.48;;1.5;4.1
29356.0;15.7;32.0;23.0;8.7;2.1;25.62;;1.2;21.0
29357.0;4.4;32.7;22.8;6.2;3.6;26.22;;1.266667;19.0
29358.0;3.7;32.0;23.2;7.0;1.8;26.04;;1.033333;15.7
29359.0;15.2;32.0;22.2;7.1;1.7;26.36;;1.833333;4.4
29360.0;0.2;32.2;23.1;10.0;2.8;26.9;;1.933333;3.7
29361.0;0.8;32.4;23.1;9.0;3.5;26.6;;1.933333;15.2
29362.0;0.3;32.3;23.3;9.7;2.4;26.98;;1.766667;0.2
29363.0;2.3;32.9;23.6;9.9;3.2;27.76;;2.866667;0.8
29364.0;0.0;32.9;23.4;9.3;4.0;27.64;;3.4;0.3
29365.0;0.0;32.4;24.0;8.4;1.7;26.88;;2.833333;2.3
29366.0;0.3;32.4;23.4;8.8;4.3;26.28;;1.366667;0.0
29367.0;18.5;31.5;20.6;6.7;2.9;26.12;;2.9;0.0
29368.0;0.0;32.2;23.0;8.4;3.1;26.32;;1.166667;0.3
29369.0;0.2;32.0;22.7;7.8;3.6;26.44;;2.7;18.5
29370.0;16.5;32.6;23.0;9.7;2.9;26.44;;3.0;0.0
29371.0;13.0;33.0;22.8;10.1;3.9;27.08;;1.8;0.2
29372.0;0.4;32.6;23.4;7.0;4.0;26.58;;1.633333;16.5
29373.0;0.8;31.6;23.8;5.1;2.2;27.08;;1.866667;13.0
29374.0;0.0;32.4;23.8;9.2;2.2;27.4;;1.633333;0.4
29375.0;0.0;33.0;24.0;7.9;2.6;26.96;;2.366667;0.8
29376.0;0.8;33.2;23.2;9.8;2.6;26.76;;2.866667;0.0
29377.0;7.7;31.6;22.9;5.7;2.8;26.08;;1.0;0.0
29378.0;32.6;31.3;23.4;5.5;1.3;26.46;;2.233333;0.8
29379.0;1.2;31.4;23.7;2.5;2.3;25.86;;1.433333;7.7
29380.0;22.3;32.5;23.0;7.0;1.5;26.82;;2.366667;32.6
29381.0;1.0;32.2;23.0;7.2;2.9;27.38;;2.733333;1.2
29382.0;5.2;32.0;23.4;6.5;3.4;26.06;;3.566667;22.3
29383.0;2.8;31.0;21.8;3.9;2.2;25.32;;1.466667;1.0
29384.0;4.4;31.2;22.0;7.8;2.2;25.64;;3.133333;5.2
29385.0;7.0;31.6;22.8;10.4;3.0;26.84;;2.166667;2.8
29386.0;0.0;31.2;23.4;2.9;0.9;26.54;;1.7;4.4
29387.0;0.0;34.6;23.2;8.1;2.4;27.44;;1.833333;7.0
29388.0;2.6;32.2;23.0;8.2;2.5;26.24;;2.233333;0.0
29389.0;10.8;32.0;22.0;5.3;1.9;25.48;;0.833333;0.0
29390.0;11.2;32.8;21.8;10.3;2.0;26.04;;2.366667;2.6
29391.0;0.4;32.2;22.8;7.1;3.1;26.08;;2.433333;10.8
29392.0;0.2;31.9;22.9;6.2;2.8;26.0;;2.866667;11.2
29393.0;1.3;31.6;22.4;9.7;1.9;26.2;;2.1;0.4
29394.0;0.0;31.8;21.4;8.1;2.7;26.04;;1.133333;0.2
29395.0;0.9;31.8;23.0;6.8;2.3;26.36;;0.966667;1.3
29396.0;23.4;31.9;22.2;7.1;2.0;25.82;;1.666667;0.0
29397.0;0.0;30.8;22.4;6.8;1.6;25.84;;1.366667;0.9
29398.0;0.1;31.0;21.4;8.5;2.7;25.88;;2.3;23.4
29399.0;0.0;31.2;21.4;10.1;2.8;26.24;;2.233333;0.0
29400.0;0.0;31.6;22.8;8.7;3.5;26.68;;2.3;0.1
29401.0;1.0;32.4;22.4;7.6;2.5;26.06;;1.266667;0.0
29402.0;25.2;29.2;23.0;0.5;2.0;25.54;;1.033333;0.0
29403.0;6.7;31.2;22.3;6.1;1.0;25.12;;2.133333;1.0
29404.0;27.1;32.4;22.2;8.4;2.3;25.4;;0.5;25.2
29405.0;12.0;31.2;22.6;7.1;2.4;25.24;;1.533333;6.7
29406.0;3.4;31.0;22.1;7.0;2.3;25.3;;1.3;27.1
29407.0;0.4;32.0;21.6;8.4;2.1;25.4;;1.333333;12.0
29408.0;24.0;32.2;21.2;9.2;1.9;26.28;;1.533333;3.4
29409.0;0.0;31.8;22.2;8.5;2.8;25.68;;2.9;0.4
29410.0;2.8;31.8;22.4;8.3;2.8;26.44;;0.9;24.0
29411.0;27.8;32.0;22.5;9.1;1.0;26.78;;1.766667;0.0
29412.0;0.0;32.1;22.5;7.3;4.8;25.7;;0.666667;2.8
29413.0;0.0;31.2;22.2;3.3;2.5;25.52;;1.533333;27.8
29414.0;0.6;31.8;22.4;9.9;2.0;25.84;;2.9;0.0
29415.0;10.3;31.6;22.0;9.8;2.7;25.44;;3.333333;0.0
29416.0;8.3;31.8;21.9;7.0;2.7;25.66;;0.533333;0.6
29417.0;19.6;31.9;21.8;9.6;1.8;26.52;;2.233333;10.3
29418.0;0.0;32.0;22.9;8.5;2.5;26.62;;2.533333;8.3
29419.0;0.4;30.4;21.4;7.9;1.8;25.6;;1.266667;19.6
29420.0;3.3;32.2;22.2;9.3;2.7;26.52;;2.133333;0.0
29421.0;0.0;32.0;22.8;8.9;2.5;26.4;;1.8;0.4
29422.0;1.4;32.4;22.4;9.6;2.7;28.84;;1.266667;3.3
29423.0;0.0;31.6;21.8;6.4;2.5;26.08;;2.566667;0.0
29424.0;3.0;31.6;21.6;3.9;1.5;26.0;;2.466667;1.4
29425.0;14.4;31.7;22.0;8.7;1.8;25.98;;1.833333;0.0
29426.0;9.9;31.6;22.2;7.2;2.7;25.7;;2.1;3.0
29427.0;0.0;32.1;21.2;8.1;2.2;25.42;;2.833333;14.4
29428.0;3.6;32.0;21.4;9.1;2.1;26.6;;1.4;9.9
29429.0;0.0;32.6;22.4;8.5;3.0;26.84;;1.8;0.0
29430.0;0.0;32.4;22.3;6.8;2.4;26.22;;2.5;3.6
29431.0;4.2;32.0;22.4;8.4;1.8;25.88;;1.633333;0.0
29432.0;0.5;32.2;22.2;10.0;2.5;26.68;;2.366667;0.0
29433.0;0.0;33.2;22.4;8.4;3.0;27.04;;2.8;4.2
29434.0;0.0;32.2;22.4;7.7;2.5;26.44;;2.266667;0.5
29435.0;0.0;31.7;22.3;7.1;1.8;26.16;;1.6;0.0
29436.0;0.4;31.8;21.2;10.1;2.8;25.8;;1.866667;0.0
29437.0;0.0;33.5;21.2;8.7;3.5;25.56;;1.866667;0.0
29438.0;7.2;31.8;22.6;7.1;2.7;26.32;;1.866667;0.4
29439.0;0.3;31.9;23.4;10.3;2.0;26.9;;2.366667;0.0
29440.0;0.0;32.5;22.4;9.5;3.1;27.08;;1.966667;7.2
29441.0;0.1;32.2;22.6;6.9;2.6;25.76;;1.766667;0.3
29442.0;8.0;32.3;22.0;7.5;2.3;25.88;;2.8;0.0
29443.0;1.4;32.0;21.8;8.6;2.4;26.36;;1.9;0.1
29444.0;4.4;32.4;20.6;10.1;3.1;26.24;;1.966667;8.0
29445.0;0.0;32.8;22.4;9.3;3.1;26.62;;2.233333;1.4
29446.0;0.0;32.2;22.0;9.3;3.3;25.9;;2.033333;4.4
29447.0;10.2;31.6;23.0;4.3;2.3;25.88;;0.966667;0.0
29448.0;0.0;32.2;22.4;9.2;2.0;26.3;;2.633333;0.0
29449.0;1.2;31.8;22.0;8.8;3.1;26.62;;3.033333;10.2
29450.0;0.0;33.0;21.0;9.2;3.2;26.0;;1.366667;0.0
29451.0;1.8;32.6;21.0;7.8;2.5;25.64;;1.766667;1.2
29452.0;0.1;32.2;22.4;6.2;2.4;25.96;;2.166667;0.0
29453.0;1.8;30.4;22.2;4.3;2.1;25.72;;1.766667;1.8
29454.0;5.8;31.7;21.8;8.5;1.8;27.24;;1.333333;0.1
29455.0;0.3;32.6;21.5;8.1;2.7;26.44;;2.366667;1.8
29456.0;0.5;31.8;21.6;8.8;3.5;25.24;;3.533333;5.8
29457.0;18.1;31.4;21.0;6.7;2.5;25.3;;1.233333;0.3
29458.0;6.4;31.0;21.8;5.0;2.0;25.2;;1.6;0.5
29459.0;21.0;32.4;21.4;8.4;1.5;26.52;;1.7;18.1
29460.0;0.0;31.4;21.8;5.8;2.9;26.1;;0.933333;6.4
29461.0;0.0;31.4;22.0;5.7;2.5;25.44;;1.7;21.0
29462.0;28.8;29.4;21.8;3.0;1.7;25.12;;1.133333;0.0
29463.0;33.0;31.2;22.6;6.5;0.8;25.84;;0.366667;0.0
29464.0;0.0;32.0;24.2;8.0;2.0;26.6;;1.666667;28.8
29465.0;0.0;32.1;22.6;8.5;3.1;26.14;;2.733333;33.0
29466.0;3.0;32.6;22.1;6.5;2.1;25.64;;1.7;0.0
29467.0;18.2;32.0;21.2;8.3;1.8;26.3;;2.7;0.0
29468.0;1.8;31.2;21.3;6.0;2.1;25.36;;1.633333;3.0
29469.0;0.0;32.2;22.8;5.8;1.7;25.96;;1.9;18.2
29470.0;3.7;32.0;22.0;8.9;1.8;26.76;;2.3;1.8
29471.0;0.0;32.2;21.6;7.3;3.4;26.04;;3.333333;0.0
29472.0;0.0;31.6;21.7;6.6;3.4;25.4;;2.533333;3.7
29473.0;3.2;31.4;23.0;6.4;2.2;26.12;;1.833333;0.0
29474.0;9.1;32.0;22.9;8.5;2.1;26.28;;0.666667;0.0
29475.0;0.0;32.0;22.6;8.0;2.4;26.56;;3.1;3.2
29476.0;0.0;32.2;22.8;5.8;2.7;26.22;;1.8;9.1
29477.0;0.9;31.8;22.2;7.8;2.1;26.56;;1.066667;0.0
29478.0;0.6;32.5;22.1;7.3;2.9;26.28;;1.1;0.0
29479.0;13.3;32.0;21.2;8.1;1.1;26.16;;2.166667;0.9
29480.0;0.0;32.4;22.2;7.3;2.4;26.4;;1.566667;0.6
29481.0;3.7;32.0;22.2;6.8;2.6;26.6;;2.266667;13.3
29482.0;0.2;31.7;21.3;6.5;1.1;25.5;;1.433333;0.0
29483.0;17.0;31.9;21.6;7.8;5.1;26.22;;1.8;3.7
29484.0;0.0;32.6;23.4;4.7;2.8;27.12;;2.266667;0.2
29485.0;0.0;32.0;22.4;7.1;2.5;26.68;;1.533333;17.0
29486.0;3.4;32.1;22.1;7.7;2.7;26.86;;2.5;0.0
29487.0;0.0;31.9;21.5;7.6;2.7;26.62;;2.633333;0.0
29488.0;0.0;31.9;22.0;4.7;2.5;25.64;;1.633333;3.4
29489.0;30.1;32.4;22.2;8.1;1.1;26.32;;1.9;0.0
29490.0;0.0;33.0;22.3;6.4;2.2;27.24;;2.4;0.0
29491.0;1.3;32.6;22.2;7.1;2.1;26.08;;1.933333;30.1
29492.0;2.6;31.8;21.8;5.3;1.9;25.84;;1.366667;0.0
29493.0;0.6;32.2;25.0;8.8;1.7;27.28;;1.666667;1.3
29494.0;0.0;32.0;22.3;9.0;1.2;26.68;;1.766667;2.6
29495.0;0.0;32.0;22.7;4.1;2.6;26.24;;1.966667;0.6
29496.0;15.4;32.3;23.2;5.9;1.5;26.22;;2.366667;0.0
29497.0;3.0;32.0;22.2;8.2;2.0;26.48;;2.966667;0.0
29498.0;0.0;32.8;20.8;9.4;3.2;26.3;;2.133333;15.4
29499.0;0.0;32.4;21.8;5.6;2.6;26.46;;2.2;3.0
29500.0;0.4;32.3;22.9;9.2;2.0;27.24;;2.333333;0.0
29501.0;3.0;33.2;21.8;9.0;3.0;26.12;;2.033333;0.0
29502.0;0.7;32.4;21.8;6.2;2.9;26.6;;1.533333;0.4
29503.0;0.6;30.3;22.5;0.2;2.0;25.28;;2.033333;3.0
29504.0;2.6;32.8;22.2;6.8;2.3;26.42;;2.966667;0.7
29505.0;2.6;32.0;22.0;8.4;1.8;26.84;;1.566667;0.6
29506.0;0.0;33.2;21.4;8.0;1.5;26.94;;2.866667;2.6
29507.0;0.0;32.0;21.8;7.4;2.5;26.7;;2.133333;2.6
29508.0;0.0;32.6;22.2;6.6;2.4;26.68;;1.966667;0.0
29509.0;0.0;32.8;21.2;7.3;2.1;26.72;;1.666667;0.0
29510.0;0.0;32.0;21.4;3.8;3.0;26.76;;2.4;0.0
29511.0;0.2;32.6;21.7;6.5;2.8;26.72;;2.966667;0.0
29512.0;0.0;32.7;21.0;7.8;3.4;26.38;;2.166667;0.0
29513.0;0.2;32.2;21.4;2.9;2.6;26.32;;1.566667;0.2
29514.0;0.5;32.4;21.0;7.3;2.1;25.38;;2.133333;0.0
29515.0;10.6;31.6;20.7;4.6;2.5;25.72;;2.433333;0.2
29516.0;1.8;32.1;21.2;6.9;2.1;26.56;;2.1;0.5
29517.0;5.3;31.8;22.2;6.7;2.1;26.44;;2.366667;10.6
29518.0;0.0;32.6;23.2;8.3;0.9;26.3;;2.966667;1.8
29519.0;0.1;31.8;22.8;5.3;2.1;26.4;;2.666667;5.3
29520.0;2.1;32.4;22.0;9.0;1.8;26.8;;2.566667;0.0
29521.0;0.0;32.6;21.6;8.9;3.2;26.76;;2.8;0.1
29522.0;1.2;33.0;22.0;7.6;2.1;25.96;;2.266667;2.1
29523.0;2.3;31.8;21.6;6.7;1.9;26.22;;2.2;0.0
29524.0;0.0;32.5;22.0;5.9;2.1;26.68;;3.366667;1.2
29525.0;3.0;32.0;22.0;5.7;1.9;27.0;;1.433333;2.3
29526.0;0.8;33.2;21.7;9.5;2.1;27.26;;2.5;0.0
29527.0;0.0;32.6;22.0;10.3;2.8;27.04;;3.666667;3.0
29528.0;0.0;33.0;21.7;8.0;1.8;26.42;;1.566667;0.8
29529.0;0.0;32.4;23.3;7.1;2.5;27.38;;3.5;0.0
29530.0;0.0;32.2;20.9;9.1;2.8;26.74;;2.9;0.0
29531.0;0.0;33.0;21.8;8.0;2.7;27.12;;1.933333;0.0
29532.0;0.0;32.8;22.6;7.5;2.8;27.64;;1.9;0.0
29533.0;0.0;33.0;22.0;7.5;2.9;27.36;;1.4;0.0
29534.0;0.0;33.4;21.9;6.4;3.0;27.42;;1.266667;0.0
29535.0;0.0;33.3;22.8;6.9;2.4;27.48;;2.066667;0.0
29536.0;0.6;30.3;22.1;1.6;3.3;25.44;;2.066667;0.0
29537.0;2.2;32.0;22.0;6.5;1.5;25.84;;2.033333;0.0
29538.0;23.0;34.0;21.8;9.1;2.2;27.14;;2.5;0.6
29539.0;1.5;33.2;22.3;6.1;2.5;26.7;;1.9;2.2
29540.0;4.7;30.6;23.2;1.4;2.5;26.12;;2.633333;23.0
29541.0;5.2;32.8;23.0;5.2;1.1;25.76;;1.366667;1.5
29542.0;39.8;31.4;22.0;4.3;1.9;26.0;;2.533333;4.7
29543.0;10.7;32.2;22.4;9.2;1.1;26.02;;2.133333;5.2
29544.0;1.2;32.6;22.2;7.1;1.9;26.04;;2.766667;39.8
29545.0;6.5;32.2;22.6;10.0;1.3;26.84;;2.166667;10.7
29546.0;0.0;33.4;20.9;9.6;3.3;26.7;;1.866667;1.2
29547.0;0.0;33.4;21.8;8.9;2.5;27.04;;1.833333;6.5
29548.0;0.0;31.9;23.4;5.7;2.5;26.84;;2.9;0.0
29549.0;5.0;32.2;23.6;6.1;1.5;27.12;;1.5;0.0
29550.0;1.0;32.8;22.7;7.3;2.1;26.44;;1.166667;0.0
29551.0;22.4;31.6;21.0;6.2;1.8;26.22;;1.633333;5.0
29552.0;0.7;32.0;21.5;6.5;2.1;26.66;;2.5;1.0
29553.0;0.0;31.8;21.6;7.3;2.3;26.6;;2.7;22.4
29554.0;0.0;31.6;21.3;5.4;2.2;26.18;;2.3;0.7
29555.0;0.0;31.8;21.0;6.2;2.0;26.76;;2.4;0.0
29556.0;0.0;31.9;20.2;8.4;2.3;26.24;;2.733333;0.0
29557.0;0.0;32.4;21.8;8.4;1.8;27.08;;2.366667;0.0
29558.0;0.0;33.0;22.8;5.3;2.7;27.22;;2.566667;0.0
29559.0;3.9;32.6;22.5;8.5;2.0;27.06;;3.033333;0.0
29560.0;0.2;32.8;21.6;8.9;3.0;27.06;;2.3;0.0
29561.0;0.0;33.0;21.2;8.9;2.8;27.24;;3.233333;3.9
29562.0;0.0;33.7;21.9;9.1;3.4;27.34;;3.366667;0.2
29563.0;0.0;32.4;21.8;6.5;3.0;25.22;;1.3;0.0
29564.0;26.4;32.2;21.3;5.4;1.4;26.26;;2.233333;0.0
29565.0;1.0;32.6;21.4;8.6;1.8;26.8;;2.0;0.0
29566.0;0.0;32.6;21.2;8.9;2.4;26.82;;3.266667;26.4
29567.0;0.0;31.9;21.6;5.6;2.5;26.5;;2.633333;1.0
29568.0;0.2;32.0;21.9;6.8;2.1;26.7;;2.2;0.0
29569.0;0.0;33.2;21.0;9.5;2.0;26.92;;1.666667;0.0
29570.0;0.0;32.3;23.2;6.6;3.0;27.18;;3.0;0.2
29571.0;0.1;32.8;22.4;6.8;2.2;26.72;;1.566667;0.0
29572.0;0.0;32.8;21.4;8.6;2.6;26.76;;3.233333;0.0
29573.0;0.0;32.6;22.4;0.9;2.6;26.32;;2.066667;0.1
29574.0;0.4;30.0;21.4;0.7;2.3;24.2;;1.3;0.0
29575.0;13.0;30.6;21.4;0.2;1.3;24.38;;2.366667;0.0
29576.0;5.4;31.7;21.6;6.5;1.1;25.6;;1.766667;0.4
29577.0;0.0;33.2;22.2;7.6;2.0;27.36;;2.3;13.0
29578.0;0.0;31.0;22.8;0.0;3.0;25.36;;2.966667;5.4
