Date;Precipitation;MaxTemp;MinTemp;Insolation;Evaporation;AvgTemp;AvgHumidity;AvgWindSpeed
29504;0;22.8;15.5;10.5;2.5;18.4;76.25;4.4
29505;0;22.8;16.7;0.6;5.7;18.4;78.5;6.9
29506;0;22.2;16.1;4.2;5.2;17.82;71.25;5.4
29507;0;23.3;15.3;8.8;6.8;18.48;71.75;3.4
29508;0;24.8;15;11.1;5.6;18.94;71.75;4.633333
29509;0;26.9;16;11.3;6.4;20.04;70.5;2.8
29510;0;29.9;15.8;10.6;5.1;21.76;65.25;3.366667
29511;0;31.3;16.4;;5.3;23.28;62;2.633333
29512;0;26.6;17.7;0.7;5.2;21.32;84.75;2.333333
29514;1.1;23.5;18.8;0.3;2.6;20.64;91.75;0.6
29515;10.6;22;19;0.2;1.1;20.88;88.5;2.066667
29516;10.4;21.9;14.1;0;0.8;16.78;69.25;4.3
29517;0.1;16.7;10.4;5;4.7;13.46;62.5;3.8
29518;0;19.1;10.9;3.3;4.9;15.2;69;3.966667
29520;0.1;30.2;18.6;5;1;23.14;80.25;1.266667
29521;30.6;23.1;19.8;0;0.4;21;90.75;2.333333
29523;0;28.2;18.2;3;3.3;23.48;78.75;1.166667
29524;9.4;24.1;16.8;0.9;3.1;18.56;75.75;4.933333
29525;0.2;20.5;10.8;11.8;2.8;15.38;58;3.933333
29526;0;22.2;9;12.3;5.9;15.96;57.75;3.9
29527;0;26.6;14.5;12;7.5;19.66;66.75;2.4
29528;0;31.3;16.2;11.8;5.2;23;58.25;2.566667
29529;0;28.5;16.4;10.4;5.7;22;71.5;1.9
29530;0;29.8;19.1;3.2;4.8;22.66;75.75;1.6
29531;4.6;22.4;19;0;3.3;19.86;93.25;3.3
29532;18.9;25.5;18.6;5.8;0.8;21.06;85;2.3
29533;0.4;28.2;17.6;9.8;2.1;21.26;73.25;4.533333
29537;1.1;22.4;12;11.5;3.2;17.54;57.75;1.8
29538;0;24.8;12.2;12.4;5.9;18.42;61.75;4.9
29539;0;28.5;14.4;11.6;8.3;20.84;62;1.533333
29540;0;30.5;15.4;10.9;4.8;23.14;61;1.866667
29541;0;27.5;18.8;1.6;7;22.58;68.5;3.5
29542;0;23.2;16;11.8;5.9;19.14;57;4.633333
29543;0;27;16.8;8.8;9.6;21.16;62.5;5.9
29544;7.9;25.8;18.4;4.5;9;21.38;80.25;4.633333
29547;0;28.2;21.5;0;2.6;24.02;87;2.533333
29548;8.4;26.4;20;4.8;2.5;21.82;73.75;3.4
29549;0;26.4;14.5;12.8;4.2;19.42;60.75;2.466667
29550;0;23.3;14.2;11.6;3.9;18.38;70.5;4.5
29551;0;27.4;13.2;11.1;5.8;20.32;74;5.1
29552;0;29.1;19.4;8.7;4.9;23.04;65;4.333333
29553;0;25;19.4;0;7.8;22.4;74.5;1.866667
29554;1.7;22.8;19.9;0;2.6;21.08;93.5;2.766667
29556;24.6;29.2;21.5;4.6;3.6;23.98;84.75;4.633333
29557;29.7;22.8;19.4;0;3.8;21.2;94.25;3.266667
29559;7.8;22.8;20.1;0;1.3;21.12;94.5;6.733333
29560;16.6;23.4;19.9;2.9;1.3;20.8;87.5;3.833333
29561;2.6;26.6;19;5.6;1.9;21.96;75.5;1.066667
29562;0;30.2;15.9;7.8;3.3;22.82;79;1.133333
29563;0;31.3;18;12.5;4.6;24.7;61;2.2
29564;0;35.5;20.1;11.5;6.5;27.52;71;2.266667
29566;0;32.2;19.8;4.5;3.6;23.92;79.25;1.533333
29567;28.3;28;19.8;11.1;3.1;24.16;79;3.966667
29568;0;28.8;20.6;8.4;4;24.24;79;3.566667
29569;14;28.5;17.2;11.9;5.4;22.8;66.5;3.6
29572;0;31.8;16.8;6.8;3.8;24.22;61.25;2.4
29575;3.1;23;17.4;0;3;18.9;;2.533333
29576;2.7;23.9;17.2;3.5;2.7;19.96;65.25;5.3
29577;0;24.4;16;6.6;5.6;20.48;64.25;4.5
29578;0;28.2;19;7.5;8.3;22.9;73;3.3
29580;0;28.4;19.8;11.7;4;23.26;78.25;4.366667
29581;0;30.5;20;9.4;5.6;24.44;74.75;3.866667
29582;0;25.4;21.1;0;5.9;23.1;83;2.6
29583;12.4;28.8;21.4;7;3.2;24.74;74.5;3.266667
29584;0;29.3;21.3;4;5.4;24.56;82.25;3.833333
29585;1.5;28;21;8.5;3;23.58;79.75;4.1
29586;0.7;28.9;21;10.9;2.7;24.12;77.5;6.133333
29587;0;32;20.3;8.9;2.7;25.38;73.25;2.466667
29588;0;30.4;21.6;11.5;6;25.08;75.75;5.066667
29589;0;33.1;22.6;9.2;7;25.86;64.5;5.233333
29590;0;27.4;19.4;9.8;5.9;22.68;67.5;2.733333
29591;0;31.7;19.1;11.8;6.1;24.4;71.5;3.433333
29592;0;33;21.8;2.7;6.9;26.6;81.5;1.8
29594;0;27.5;17;11.8;5.2;22.14;62.5;2.966667
29595;0;29.8;19.6;11.5;7.7;24.06;74.75;3.466667
29596;0;30.9;20.3;9.3;6.2;24.9;70.75;3.8
29597;0;30.2;21.7;5.1;5.8;24.82;76.25;2.533333
29598;0;31.3;22.6;5.4;6.8;25.9;70.5;2.533333
29599;1.9;30.5;21;10.1;4.2;24.88;80.75;2.666667
29600;0;28.7;20.3;11.4;3.8;23.8;68.5;4.433333
29601;0;25.5;20.9;3.2;8;22.66;66.25;3.633333
29602;0;28.9;20.6;11.6;8.4;24.42;70;4.966667
29603;0;27.7;23;0.8;5.2;24.44;85.25;1.966667
29604;2.7;28.9;22.2;4.5;2.8;24.7;78.75;1.766667
29605;2.7;30.9;18.5;8.2;3.5;25.02;73.5;3.133333
29606;45.8;29.4;21.3;2.2;5.5;25.54;76.25;4.366667
29608;0;25.5;15.8;11.5;6.3;20.3;60;2.733333
29609;0;30.4;17.8;11;7.9;24.12;72.25;2.566667
29610;8.7;31.6;20.2;9.3;5.8;25.22;74.25;3.533333
29611;0;30;22;7;5.7;25.3;72.5;4.333333
29612;0;31.6;22.7;10.7;5.6;26.2;70;3.566667
29613;0;33.6;23.2;12.3;8.9;27.28;70.5;2.533333
29614;0;35.1;25;7.7;6.4;29.78;63.75;3.466667
29616;43;26.3;20;10;2.1;22.46;71.25;3.7
29617;0;30;18.2;10.4;6.4;23.86;74.75;2.6
29618;0;30.3;22.3;4.1;4.8;25.44;78.5;3.4
29619;35.3;31.4;22.6;6.5;3;25.72;90;1.466667
29622;2.6;24.9;16.6;9.1;3;20.72;65.75;4.433333
29623;0;26.2;18.4;1;7.5;22.08;74.25;5.266667
29625;0;33.6;20.6;10.3;6.6;25.68;75.5;1.5
29628;0;31.4;21.2;10.2;2.3;26.48;77.75;0.866667
29629;0;35.5;23.2;7.9;3.5;28.34;74.25;1.633333
29630;12;31;21.5;7.4;5;26.1;79.75;1.133333
29632;0;34.3;22.5;11.1;1.5;28.24;68;3.833333
29633;4.7;28.1;22.6;1.6;4;24.9;83;2.3
29635;0;34.4;22;9.7;4.9;26.12;76.25;3.066667
29636;15.6;27;21.6;0;4.4;24.28;88.25;1.566667
29637;0;29.8;23;9.4;1.6;25.28;78;3.4
29638;0;31.2;20.8;9.5;7.1;25.44;75;2.733333
29640;0;31.2;21.7;8.7;6.7;25.58;76.5;2.366667
29641;0;31.8;22;11.5;5;26.32;67.5;2.066667
29642;0;33.6;21.8;8.2;5.1;27.74;69;2.233333
29644;0;34.5;23.8;9.1;4.7;29.02;69.5;1.766667
29646;3;27.1;19.6;10.8;0.7;22.34;73.5;3.3
29647;0;32.8;18.8;10.1;4.8;26.74;77;2.3
29648;8.6;28.8;22.2;3;3;24.22;84;3.966667
29649;0.9;26;17.3;10;3.3;21.8;71.75;4.266667
29650;0;29.7;18.9;11.4;6.7;23.72;76;2.2
29651;0;30.2;22.8;9.1;4.3;25.5;77.5;3.466667
29652;0;27.1;21;6.6;4.4;23.94;81;4.066667
29653;1.6;26.8;20.2;5.5;3.9;22.34;77;3.533333
29654;0.4;27.5;17.1;10.7;4.6;21.88;72.75;2.3
29655;0;28.2;16.3;10.7;5.1;22.5;77;1.7
29657;0;28.6;20.2;10.9;4.2;23.36;74.5;2.2
29658;0;29.6;18.2;8.1;4.4;23.3;71.75;2.933333
29659;0;34.6;21;7.9;6.1;25.96;77;2.533333
29661;0;25.5;17.2;9.3;3.9;20.66;66.75;3.033333
29662;0;23.5;16.4;10.5;5.6;19.02;60;2.466667
29663;0;26.1;14.4;1.1;6.3;20.22;72.75;4.366667
29664;0;28.2;15.8;8.7;6.3;21.76;76.5;2.233333
29665;0;24.1;18.2;4.3;5.4;19.8;70;0.733333
29666;0;23.8;13.4;10.5;3.8;18.2;69.75;2.533333
29667;0;27.6;13;10.5;3.2;20.1;69.75;2.5
29668;0;30.2;15.2;10.3;7.2;22.68;68.25;1.4
29669;0;27.4;17.2;9.7;4.3;22.12;81;2.4
29670;0;25.4;19;9.5;4.4;21.36;76.25;4.2
29671;0;28.8;17.2;10.2;4.6;22.44;75.5;2.1
29672;0;29.6;20.8;8.8;3;24.38;81.5;5
29673;0;27.1;21.8;3.3;6.3;23.78;76.5;5.233333
29674;0;27.8;20.5;1.8;6.1;23;82;3.266667
29676;0;25.9;18.6;3.1;2.4;21.16;80.25;1.866667
29678;0;23.8;10.4;7.1;1.6;17.18;77.75;1.1
29679;0;26.3;12.8;6.9;3.7;19.78;75;0.433333
29680;0;28.1;17.4;9;3;21.9;77.25;1.533333
29681;0;32.6;18;8;3.7;23.56;77;2.733333
29682;18.6;25.8;19;3.8;3.9;22.08;86.75;2.266667
29683;0;30.5;18.6;9.5;2.3;23.34;82.5;1.333333
29684;0;29.9;17.9;9.3;3.1;23.18;76.25;0.4
29685;0;29;18.2;8;2.5;22.44;77.75;0.233333
29686;0;29.9;20;8.6;2.7;23.88;77.25;0.533333
29687;8.2;25.2;20.2;1.4;3.8;21.8;88;2.466667
29688;0;29.1;18;7.3;1.6;22.68;80.75;0.1
29689;0;30.6;17.8;7.5;2.4;24.2;70;1.6
29690;0;25.8;18;0.1;4.5;20.52;86.75;1.866667
29691;11.8;19.8;13.8;4.1;8;16.6;88;1.466667
29693;0;27.2;18;9.7;4.7;21.36;76.5;2.266667
29694;0;27.1;14.8;8.6;3.3;21.2;81;0.333333
29695;0;29.2;17.4;8;2.8;22.84;78.5;1.466667
29697;0;24.2;12.9;9.3;3.8;18.28;78.5;2.533333
29698;0;26.6;14.8;5.5;3.7;19.98;83.5;1.566667
29700;0;27.6;15.6;9.3;3;20.8;78.75;0.833333
29701;0;23.4;17.4;0.7;3;20.08;85.5;3
29703;3.6;19.2;13.8;1;1.5;16.48;83;3.533333
29704;0;22.5;13.3;9.1;3.2;17.1;83.5;1.333333
29705;0;24.6;13;9;2.8;16.96;86.25;0
29706;0;24.8;12.6;9;2.1;17.84;79;0.066667
29708;0;23.8;10.4;7.1;1.6;17.18;77.75;1.1
29709;0;26.3;12.8;6.9;3.7;19.78;75;0.433333
29710;0;28.1;17.4;9;3;21.9;77.25;1.533333
29712;18.6;25.8;19;3.8;3.9;22.08;86.75;2.266667
29713;0;30.5;18.6;9.5;2.3;23.34;82.5;1.533333
29714;0;29.9;17.9;9.3;3.1;23.18;76.25;0.4
29715;0;29;18.2;8;2.5;22.44;77.75;0.233333
29716;0;29.9;20;8.6;2.7;23.88;77.25;0.533333
29718;0;29.1;18;7.3;1.6;22.68;80.75;0.1
29719;0;30.6;17.8;7.5;2.4;24.2;70;1.6
29720;0;25.8;18;0.1;4.5;20.52;86.75;1.866667
29721;11.8;19.8;13.8;4.1;1;16.6;88;1.466667
29722;0.6;23.3;14.2;9.3;1.5;18.82;82.5;4.566667
29723;0;27.2;18;9.7;4.7;21.36;76.5;2.266667
29724;0;27.1;14.8;8.6;3.3;21.2;81;0.333333
29725;0;29.2;17.4;8;2.8;22.84;78.5;1.466667
29727;0;24.2;12.9;9.3;3.8;18.28;78.5;2.533333
29728;0;26.6;14.8;5.5;3.7;19.98;83.5;1.566667
29730;0;27.6;15.6;9.3;3;20.8;78.75;0.833333
29731;0;23.4;17.4;0.7;3;20.08;85.5;3
29733;3.6;19.2;13.8;1;1.5;16.48;83;3.533333
29734;0;22.5;13.3;9.1;3.2;17.1;83.5;1.333333
29735;0;24.6;13;9;2.8;16.96;86.25;0
29736;0;24.8;12.6;9;2.1;17.84;79;0.766667
29737;0;26;12.9;9.1;2.4;19.3;68.5;1.4
29738;0;27.8;15.7;7.5;4.3;21.1;71.25;2.666667
29742;0;17.2;5.6;8;2.1;12;78;1.633333
29744;46.3;15.6;13.8;0;1.9;14.54;86;4.433333
29745;8.7;16.9;9.9;3.2;1.8;12.44;88.25;1.666667
29746;0;19.7;7.6;9.2;1.4;12.76;81.5;0.533333
29749;0;16.9;5.7;7;1.2;10.56;84.25;0.466667
29750;0;17;6;7.7;1.2;11.44;76.75;1
29751;1.5;14.7;6.1;7.9;1.7;9.36;77.5;1.066667
29754;;11.5;8.5;4.9;3;9.44;65;5.466667
29760;20.6;19.1;12.7;0;2.6;14.76;88.75;1.333333
29761;15.7;18.2;10.9;7.3;0.9;12.58;85.25;0.266667
29762;0;23.6;8;4.8;1.2;16.38;84;0.966667
29764;0;25.9;13.8;4.3;1.6;18.26;83.75;0.8
29768;3.3;17.8;11.4;5.3;1.5;13.96;81.5;1
29769;0;14.6;10.4;8.9;1.7;11.52;79;2.466667
29771;0;17.3;10.6;5.7;1.5;13.36;75.25;2.2
29772;0;18.8;11;8.9;4;14.64;76.25;4.8
29773;0;19.4;12.2;9;5;15.64;70;4.433333
29774;0;20.8;11.2;8.8;4.8;15.46;71.25;2
29775;0;22.5;11.2;8.9;4;16.18;66;2.333333
29776;0;22;10.4;8.5;3.8;16.94;62.5;1.833333
29777;0;24.3;11.4;7.6;4.4;16.9;66.5;1.766667
29778;0.1;21.3;15;0.8;3.8;17.54;88.75;0.333333
29779;34.5;25.4;15.3;6.4;0.6;19.3;81;1.033333
29780;0.4;22.2;16.2;3.8;2.2;18.44;87.5;1.633333
29781;0;28.3;16;8.7;2;21.8;55;2.433333
29782;0;28.8;17.8;3.1;5.4;22.16;63.5;1.1
29783;0;26.1;15.6;3.1;3.6;19.02;82;2.366667
29789;0;15.8;10.7;6.5;2.3;12.5;76.25;1.2
29790;0;15.5;8.4;7.4;2.2;11.38;72.25;3.3
29791;1.2;15.2;8.8;5.2;1.8;11.28;84.5;0
29793;0;17.2;8.3;5.6;1.8;12.14;86.5;1.1
29794;0;20.6;6.2;9.4;1.2;12.96;78.5;0.366667
29795;0;21.3;7.2;8.7;1.7;12.82;88.75;1.366667
29798;0;19.8;12.4;0;2.6;15.98;87.5;1
29800;0;28.3;12.2;7.4;1;19.3;68.25;1.033333
29802;0;31.3;15.2;8;5;22.54;61.5;1.166667
29803;0;29.8;16;7.2;4.7;21.98;67;1.433333
29804;0;28.5;15.8;3.6;3.1;21.02;63.25;1.033333
29805;0;26.9;17.8;0;4.4;21.46;68.5;3.433333
29807;0.5;14.4;9.2;8.8;2.3;10.54;64;2.566667
29809;0;23.5;6.4;9.1;2.6;14.92;72.5;0.533333
29811;6.1;19.5;13.3;6.7;1.7;14.84;80.5;1.366667
29812;0;18.6;8.4;9.7;2;13.06;66.75;2.6
29813;0;21.8;8.5;9.3;3;13.86;69.75;2.733333
29814;0;24.2;9.4;7.7;3.1;15.46;68.5;0.666667
29815;0;23.5;11.3;8.5;2.9;16.86;56.25;1.933333
29816;0;23.4;10.4;9.2;3.2;15.94;63.75;1.566667
29817;0;18.7;8;9.5;3.9;13.3;67.75;3.866667
29818;0;19.4;6.8;8.8;3.6;13.52;72.25;3.933333
29819;0;22.4;9;10;4.6;15.22;67;1.733333
29820;0;23.6;9.6;9;4.1;15.8;72.75;0.866667
29821;0;25.4;9.4;9.5;2.7;16.72;64.5;1.033333
29822;0;26.2;12.1;6.8;3.7;18.36;69.25;1.3
29823;0;21;14.8;1.5;3.1;16.96;86.75;0.966667
