Date;Precipitation;MaxTemp;MinTemp;Insolation;Evaporation;AvgTemp;AvgHumidity;AvgWindSpeed
29370;16.5;32.6;23;9.7;2.9;26.44;;3
29371;13;33;22.8;10.1;3.9;27.08;;1.8
29372;0.4;32.6;23.4;7;4;26.58;;1.633333
29373;0.8;31.6;23.8;5.1;2.2;27.08;;1.866667
29374;0;32.4;23.8;9.2;2.2;27.4;;1.633333
29375;0;33;24;7.9;2.6;26.96;;2.366667
29376;0.8;33.2;23.2;9.8;2.6;26.76;;2.866667
29377;7.7;31.6;22.9;5.7;2.8;26.08;;1
29378;32.6;31.3;23.4;5.5;1.3;26.46;;2.233333
29379;1.2;31.4;23.7;2.5;2.3;25.86;;1.433333
29380;22.3;32.5;23;7;1.5;26.82;;2.366667
29381;1;32.2;23;7.2;2.9;27.38;;2.733333
29382;5.2;32;23.4;6.5;3.4;26.06;;3.566667
29383;2.8;31;21.8;3.9;2.2;25.32;;1.466667
29384;4.4;31.2;22;7.8;2.2;25.64;;3.133333
29385;7;31.6;22.8;10.4;3;26.84;;2.166667
29386;0;31.2;23.4;2.9;0.9;26.54;;1.7
29387;0;34.6;23.2;8.1;2.4;27.44;;1.833333
29388;2.6;32.2;23;8.2;2.5;26.24;;2.233333
29389;10.8;32;22;5.3;1.9;25.48;;0.833333
29390;11.2;32.8;21.8;10.3;2;26.04;;2.366667
29391;0.4;32.2;22.8;7.1;3.1;26.08;;2.433333
29392;0.2;31.9;22.9;6.2;2.8;26;;2.866667
29393;1.3;31.6;22.4;9.7;1.9;26.2;;2.1
29394;0;31.8;21.4;8.1;2.7;26.04;;1.133333
29395;0.9;31.8;23;6.8;2.3;26.36;;0.966667
29396;23.4;31.9;22.2;7.1;2;25.82;;1.666667
29397;0;30.8;22.4;6.8;1.6;25.84;;1.366667
29398;0.1;31;21.4;8.5;2.7;25.88;;2.3
29399;0;31.2;21.4;10.1;2.8;26.24;;2.233333
29400;0;31.6;22.8;8.7;3.5;26.68;;2.3
29401;1;32.4;22.4;7.6;2.5;26.06;;1.266667
29402;25.2;29.2;23;0.5;2;25.54;;1.033333
29403;6.7;31.2;22.3;6.1;1;25.12;;2.133333
29404;27.1;32.4;22.2;8.4;2.3;25.4;;0.5
29405;12;31.2;22.6;7.1;2.4;25.24;;1.533333
29406;3.4;31;22.1;7;2.3;25.3;;1.3
29407;0.4;32;21.6;8.4;2.1;25.4;;1.333333
29408;24;32.2;21.2;9.2;1.9;26.28;;1.533333
29409;0;31.8;22.2;8.5;2.8;25.68;;2.9
29410;2.8;31.8;22.4;8.3;2.8;26.44;;0.9
29411;27.8;32;22.5;9.1;1;26.78;;1.766667
29412;0;32.1;22.5;7.3;4.8;25.7;;0.666667
29413;0;31.2;22.2;3.3;2.5;25.52;;1.533333
29414;0.6;31.8;22.4;9.9;2;25.84;;2.9
29415;10.3;31.6;22;9.8;2.7;25.44;;3.333333
29416;8.3;31.8;21.9;7;2.7;25.66;;0.533333
29417;19.6;31.9;21.8;9.6;1.8;26.52;;2.233333
29418;0;32;22.9;8.5;2.5;26.62;;2.533333
29419;0.4;30.4;21.4;7.9;1.8;25.6;;1.266667
29420;3.3;32.2;22.2;9.3;2.7;26.52;;2.133333
29421;0;32;22.8;8.9;2.5;26.4;;1.8
29422;1.4;32.4;22.4;9.6;2.7;28.84;;1.266667
29423;0;31.6;21.8;6.4;2.5;26.08;;2.566667
29424;3;31.6;21.6;3.9;1.5;26;;2.466667
29425;14.4;31.7;22;8.7;1.8;25.98;;1.833333
29426;9.9;31.6;22.2;7.2;2.7;25.7;;2.1
29427;0;32.1;21.2;8.1;2.2;25.42;;2.833333
29428;3.6;32;21.4;9.1;2.1;26.6;;1.4
29429;0;32.6;22.4;8.5;3;26.84;;1.8
29430;0;32.4;22.3;6.8;2.4;26.22;;2.5
29431;4.2;32;22.4;8.4;1.8;25.88;;1.633333
29432;0.5;32.2;22.2;10;2.5;26.68;;2.366667
29433;0;33.2;22.4;8.4;3;27.04;;2.8
29434;0;32.2;22.4;7.7;2.5;26.44;;2.266667
29435;0;31.7;22.3;7.1;1.8;26.16;;1.6
29436;0.4;31.8;21.2;10.1;2.8;25.8;;1.866667
29437;0;33.5;21.2;8.7;3.5;25.56;;1.866667
29438;7.2;31.8;22.6;7.1;2.7;26.32;;1.866667
29439;0.3;31.9;23.4;10.3;2;26.9;;2.366667
29440;0;32.5;22.4;9.5;3.1;27.08;;1.966667
29441;0.1;32.2;22.6;6.9;2.6;25.76;;1.766667
29442;8;32.3;22;7.5;2.3;25.88;;2.8
29443;1.4;32;21.8;8.6;2.4;26.36;;1.9
29444;4.4;32.4;20.6;10.1;3.1;26.24;;1.966667
29445;0;32.8;22.4;9.3;3.1;26.62;;2.233333
29446;0;32.2;22;9.3;3.3;25.9;;2.033333
29447;10.2;31.6;23;4.3;2.3;25.88;;0.966667
29448;0;32.2;22.4;9.2;2;26.3;;2.633333
29449;1.2;31.8;22;8.8;3.1;26.62;;3.033333
29450;0;33;21;9.2;3.2;26;;1.366667
29451;1.8;32.6;21;7.8;2.5;25.64;;1.766667
29452;0.1;32.2;22.4;6.2;2.4;25.96;;2.166667
29453;1.8;30.4;22.2;4.3;2.1;25.72;;1.766667
29454;5.8;31.7;21.8;8.5;1.8;27.24;;1.333333
29455;0.3;32.6;21.5;8.1;2.7;26.44;;2.366667
29456;0.5;31.8;21.6;8.8;3.5;25.24;;3.533333
29457;18.1;31.4;21;6.7;2.5;25.3;;1.233333
29458;6.4;31;21.8;5;2;25.2;;1.6
29459;21;32.4;21.4;8.4;1.5;26.52;;1.7
29460;0;31.4;21.8;5.8;2.9;26.1;;0.933333
29461;0;31.4;22;5.7;2.5;25.44;;1.7
29462;28.8;29.4;21.8;3;1.7;25.12;;1.133333
29463;33;31.2;22.6;6.5;0.8;25.84;;0.366667
29464;0;32;24.2;8;2;26.6;;1.666667
29465;0;32.1;22.6;8.5;3.1;26.14;;2.733333
29466;3;32.6;22.1;6.5;2.1;25.64;;1.7
29467;18.2;32;21.2;8.3;1.8;26.3;;2.7
29468;1.8;31.2;21.3;6;2.1;25.36;;1.633333
29469;0;32.2;22.8;5.8;1.7;25.96;;1.9
29470;3.7;32;22;8.9;1.8;26.76;;2.3
29471;0;32.2;21.6;7.3;3.4;26.04;;3.333333
29472;0;31.6;21.7;6.6;3.4;25.4;;2.533333
29473;3.2;31.4;23;6.4;2.2;26.12;;1.833333
29474;9.1;32;22.9;8.5;2.1;26.28;;0.666667
29475;0;32;22.6;8;2.4;26.56;;3.1
29476;0;32.2;22.8;5.8;2.7;26.22;;1.8
29477;0.9;31.8;22.2;7.8;2.1;26.56;;1.066667
29478;0.6;32.5;22.1;7.3;2.9;26.28;;1.1
29479;13.3;32;21.2;8.1;1.1;26.16;;2.166667
29480;0;32.4;22.2;7.3;2.4;26.4;;1.566667
29481;3.7;32;22.2;6.8;2.6;26.6;;2.266667
29482;0.2;31.7;21.3;6.5;1.1;25.5;;1.433333
29483;17;31.9;21.6;7.8;5.1;26.22;;1.8
29484;0;32.6;23.4;4.7;2.8;27.12;;2.266667
29485;0;32;22.4;7.1;2.5;26.68;;1.533333
29486;3.4;32.1;22.1;7.7;2.7;26.86;;2.5
29487;0;31.9;21.5;7.6;2.7;26.62;;2.633333
29488;0;31.9;22;4.7;2.5;25.64;;1.633333
29489;30.1;32.4;22.2;8.1;1.1;26.32;;1.9
29490;0;33;22.3;6.4;2.2;27.24;;2.4
29491;1.3;32.6;22.2;7.1;2.1;26.08;;1.933333
29492;2.6;31.8;21.8;5.3;1.9;25.84;;1.366667
29493;0.6;32.2;25;8.8;1.7;27.28;;1.666667
29494;0;32;22.3;9;1.2;26.68;;1.766667
29495;0;32;22.7;4.1;2.6;26.24;;1.966667
29496;15.4;32.3;23.2;5.9;1.5;26.22;;2.366667
29497;3;32;22.2;8.2;2;26.48;;2.966667
29498;0;32.8;20.8;9.4;3.2;26.3;;2.133333
29499;0;32.4;21.8;5.6;2.6;26.46;;2.2
29500;0.4;32.3;22.9;9.2;2;27.24;;2.333333
29501;3;33.2;21.8;9;3;26.12;;2.033333
29502;0.7;32.4;21.8;6.2;2.9;26.6;;1.533333
29503;0.6;30.3;22.5;0.2;2;25.28;;2.033333
29504;2.6;32.8;22.2;6.8;2.3;26.42;;2.966667
29505;2.6;32;22;8.4;1.8;26.84;;1.566667
29506;0;33.2;21.4;8;1.5;26.94;;2.866667
29507;0;32;21.8;7.4;2.5;26.7;;2.133333
29508;0;32.6;22.2;6.6;2.4;26.68;;1.966667
29509;0;32.8;21.2;7.3;2.1;26.72;;1.666667
29510;0;32;21.4;3.8;3;26.76;;2.4
29511;0.2;32.6;21.7;6.5;2.8;26.72;;2.966667
29512;0;32.7;21;7.8;3.4;26.38;;2.166667
29513;0.2;32.2;21.4;2.9;2.6;26.32;;1.566667
29514;0.5;32.4;21;7.3;2.1;25.38;;2.133333
29515;10.6;31.6;20.7;4.6;2.5;25.72;;2.433333
29516;1.8;32.1;21.2;6.9;2.1;26.56;;2.1
29517;5.3;31.8;22.2;6.7;2.1;26.44;;2.366667
29518;0;32.6;23.2;8.3;0.9;26.3;;2.966667
29519;0.1;31.8;22.8;5.3;2.1;26.4;;2.666667
29520;2.1;32.4;22;9;1.8;26.8;;2.566667
29521;0;32.6;21.6;8.9;3.2;26.76;;2.8
29522;1.2;33;22;7.6;2.1;25.96;;2.266667
29523;2.3;31.8;21.6;6.7;1.9;26.22;;2.2
29524;0;32.5;22;5.9;2.1;26.68;;3.366667
29525;3;32;22;5.7;1.9;27;;1.433333
29526;0.8;33.2;21.7;9.5;2.1;27.26;;2.5
29527;0;32.6;22;10.3;2.8;27.04;;3.666667
29528;0;33;21.7;8;1.8;26.42;;1.566667
29529;0;32.4;23.3;7.1;2.5;27.38;;3.5
29530;0;32.2;20.9;9.1;2.8;26.74;;2.9
29531;0;33;21.8;8;2.7;27.12;;1.933333
29532;0;32.8;22.6;7.5;2.8;27.64;;1.9
29533;0;33;22;7.5;2.9;27.36;;1.4
29534;0;33.4;21.9;6.4;3;27.42;;1.266667
29535;0;33.3;22.8;6.9;2.4;27.48;;2.066667
29536;0.6;30.3;22.1;1.6;3.3;25.44;;2.066667
29537;2.2;32;22;6.5;1.5;25.84;;2.033333
29538;23;34;21.8;9.1;2.2;27.14;;2.5
29539;1.5;33.2;22.3;6.1;2.5;26.7;;1.9
29540;4.7;30.6;23.2;1.4;2.5;26.12;;2.633333
29541;5.2;32.8;23;5.2;1.1;25.76;;1.366667
29542;39.8;31.4;22;4.3;1.9;26;;2.533333
29543;10.7;32.2;22.4;9.2;1.1;26.02;;2.133333
29544;1.2;32.6;22.2;7.1;1.9;26.04;;2.766667
29545;6.5;32.2;22.6;10;1.3;26.84;;2.166667
29546;0;33.4;20.9;9.6;3.3;26.7;;1.866667
29547;0;33.4;21.8;8.9;2.5;27.04;;1.833333
29548;0;31.9;23.4;5.7;2.5;26.84;;2.9
29549;5;32.2;23.6;6.1;1.5;27.12;;1.5
29550;1;32.8;22.7;7.3;2.1;26.44;;1.166667
29551;22.4;31.6;21;6.2;1.8;26.22;;1.633333
29552;0.7;32;21.5;6.5;2.1;26.66;;2.5
29553;0;31.8;21.6;7.3;2.3;26.6;;2.7
29554;0;31.6;21.3;5.4;2.2;26.18;;2.3
29555;0;31.8;21;6.2;2;26.76;;2.4
29556;0;31.9;20.2;8.4;2.3;26.24;;2.733333
29557;0;32.4;21.8;8.4;1.8;27.08;;2.366667
29558;0;33;22.8;5.3;2.7;27.22;;2.566667
29559;3.9;32.6;22.5;8.5;2;27.06;;3.033333
29560;0.2;32.8;21.6;8.9;3;27.06;;2.3
29561;0;33;21.2;8.9;2.8;27.24;;3.233333
29562;0;33.7;21.9;9.1;3.4;27.34;;3.366667
29563;0;32.4;21.8;6.5;3;25.22;;1.3
29564;26.4;32.2;21.3;5.4;1.4;26.26;;2.233333
29565;1;32.6;21.4;8.6;1.8;26.8;;2
29566;0;32.6;21.2;8.9;2.4;26.82;;3.266667
29567;0;31.9;21.6;5.6;2.5;26.5;;2.633333
29568;0.2;32;21.9;6.8;2.1;26.7;;2.2
29569;0;33.2;21;9.5;2;26.92;;1.666667
29570;0;32.3;23.2;6.6;3;27.18;;3
29571;0.1;32.8;22.4;6.8;2.2;26.72;;1.566667
29572;0;32.8;21.4;8.6;2.6;26.76;;3.233333
29573;0;32.6;22.4;0.9;2.6;26.32;;2.066667
29574;0.4;30;21.4;0.7;2.3;24.2;;1.3
29575;13;30.6;21.4;0.2;1.3;24.38;;2.366667
29576;5.4;31.7;21.6;6.5;1.1;25.6;;1.766667
29577;0;33.2;22.2;7.6;2;27.36;;2.3
29578;0;31;22.8;0;3;25.36;;2.966667
29579;7.2;31;22.4;2.5;1.4;25.2;;0.966667
29580;25.6;31.6;22;7.7;0.9;25.6;;1.766667
29581;8.5;33;21.8;4.6;1.5;25.84;;0.9
29582;1.5;32.6;22.2;6.8;1.6;25.38;;1.2
29583;24.2;31.9;21.8;6.9;1.1;26.12;;0.5
29584;3;32.5;22.2;7.3;1.5;26.94;;1.6
29585;0;31.7;23.5;4.1;2.1;27.04;;2.6
29586;0;31.8;22.3;0.5;1.7;25.5;;0
29587;10.6;32.8;21.6;9.1;1.1;26.68;;1.6
29588;0;32.4;22.8;6.2;2.9;27.1;;1.933333
29589;0;32.4;22.2;7.7;1.8;26.24;;0.533333
29590;10.4;32;22.7;3.6;2;25.78;;1.466667
29591;5.5;32.8;22.8;7;1.8;26.22;;1.466667
29592;22.4;32.6;21.6;6.7;1.5;25.6;;3.833333
29593;13.2;32.2;22.1;6.6;1.5;25.74;;1.933333
29594;3;30.8;22.3;3.6;1.6;25.82;;1.533333
29595;1;32.2;22.2;7.4;1.7;26.48;;2.733333
29596;4;31.9;23;6.8;2;26.54;;2.933333
29597;10.5;31.6;22.7;5.3;1.3;26.3;;0.866667
29598;5.3;31.6;22.1;5.3;1.5;25.7;;1.3
29599;32.4;31;22;2.2;0.9;25.36;;0.666667
29600;14.9;31.8;22.6;6.1;0.8;26.42;;2.166667
29601;0.4;32.4;23;3.8;0.8;26.24;;1.5
29602;23.2;32;22.1;3.7;1.9;25.64;;1.966667
29603;29.6;33;22.2;1;1.2;26.2;;1.266667
29604;0.2;31.9;22.5;3.4;1.2;26.44;;0.766667
29605;6.8;28.6;22;1.2;1.5;24.48;;0.5
29606;42.8;30.2;22;5.6;0.6;24.72;;3
29607;4.1;30.4;21.2;3.1;1.8;25;;1.333333
29608;6.3;30.4;22.7;0.8;1.1;25.2;;0.966667
29609;13;29;22.7;0.1;0.7;24.66;;0.7
29610;5.7;30.4;23;0.3;0.8;25.24;;0.666667
29611;47.5;27;21.8;0;0.8;23.98;;1.5
29612;0.3;29.4;23.2;0.6;0.7;25.26;;1.3
29613;0;31.8;21.4;7.9;1;26;;2.3
29614;23;32.1;22.4;7.8;1.9;26.5;;2.333333
29615;2.2;31.6;22.1;4.5;2.1;26.38;;1.9
29616;4;30.8;22.8;4.1;1.4;25.46;;1.366667
29617;23.7;31.2;22.2;4.7;0.8;24.84;;2.8
29618;9.8;31.8;22.3;4.7;1.6;25.52;;2.533333
29619;63.1;29;21.4;0.1;1.1;23.36;;0.333333
29620;7.2;29.8;21.7;0.5;0.8;24.72;;1.033333
29621;0.1;31.8;22.6;4.6;1.1;26.04;;2.2
29622;6.7;31.1;21.8;3.1;1.7;24.5;;1.9
29623;0.3;31.2;21.4;5.1;1.7;24.88;;1.4
29624;28.6;30;22.7;3.4;0.6;25.7;;1.433333
29625;1.2;32.4;23;7;0.5;26.6;;1.066667
29626;9.1;30.7;21.8;6.9;1.9;25.2;;2.033333
29627;10.4;32.2;21.6;8.5;1.4;26.18;;1.866667
29628;6;32.6;21.6;7.4;1.7;25.7;;1.333333
29629;2.9;29.4;23;0.4;1.5;24.84;;1.533333
29630;23.1;27.6;22;0.4;0.8;24.22;;1.266667
29631;1.1;32.4;21;7.8;1.1;24.76;;1.533333
29632;50.4;31.7;21.2;6.9;2.1;25.54;;1.066667
29633;7.4;32.2;22.8;5.1;1.3;26.2;;1.3
29634;2;31.9;22.7;4.4;1.8;25.4;;2.133333
29635;38.6;32.4;22.2;7.2;1.4;25.74;;1.5
29636;13.5;31.4;22.9;6.9;2.2;25.96;;1.733333
29637;0.8;32;23.1;5.4;1.4;25.96;;2.033333
29638;26.9;31.8;22.2;5.7;1.5;26.08;;1.3
29639;7.9;32.2;22.4;7.5;1.3;26.64;;2.2
29640;0.8;31.5;22.2;1.7;2.2;26.64;;2.966667
29641;9;32.8;22.4;8.8;2;26.9;;2.133333
29642;0;32.6;22.6;8.7;2.3;26.6;;2.566667
29643;0;32.2;23.2;5.4;1.4;26.24;;1.3
29644;4.6;33.3;22.7;7.4;2.1;26.62;;1.966667
29645;4.4;33;23.2;3.8;2;26.16;;1.9
29646;5;32.8;23;2.2;1.9;25.9;;1.933333
29647;23.5;32.9;23;4.6;1.7;27.4;;2.033333
29648;6.9;33.6;23.2;0.7;2.4;27.06;;1.9
29649;3.8;33;23.2;6.6;1.6;26.88;;0.9
29650;0.5;32.6;22.3;8.1;2.4;26.64;;2.166667
29651;2.1;32.8;23.2;6.2;2;26.84;;2.033333
29652;6.5;32.5;23;5.7;1.8;27.06;;2.066667
29653;2.6;32;23;6.8;1.9;27.08;;2.133333
29654;3.7;32.3;22.3;7.2;2.3;27.02;;2.066667
29655;2.1;32.6;23.2;7;2.1;26.56;;1.9
29656;8.8;32.2;22.5;5.2;1.9;26.56;;1.9
29657;3.3;30.2;23;1.2;1.7;25.48;;2.033333
29658;6.7;30.5;23;2.7;0.8;26.02;;1.933333
29659;0;31.9;22.3;5.4;2.1;26.42;;2.666667
29660;0;32.2;22;6.3;2.3;26.26;;1.866667
29661;0;31;22.2;3.9;2.4;26.26;;1.8
29662;0;32.6;22.4;8.8;2.6;26.82;;2.2
29663;2.3;32.9;23;3.3;2.3;26.02;;2.466667
29664;1.4;32;22.8;5.6;2.1;26.6;;2.3
29665;0;33;23.2;6.9;2.7;26.88;;1.733333
29666;0;32.7;21.8;8.3;3.2;26.84;;3.533333
29667;0.4;32.4;21.8;6.7;2.8;26.1;;2.266667
29668;36;31.9;22.2;6.3;2.2;26.8;;2.466667
29669;0.2;32.2;23.4;4.6;2.1;26.42;;2.733333
29670;2.5;31.1;22.2;2.2;2.3;25.38;;2.133333
29671;8.3;30.4;22.4;4.8;1.5;25.88;;2.033333
29672;18;22.8;22.8;1.7;1.2;24.28;;1.733333
